date,lake_id,lake_area_km2,temperature,precipitation
2015-05-01,L4,0.647285107421875,0.5716383100630082,1.5957077854312065
2015-06-01,L4,1.638023392211914,4.418536981806028,7.651551121401955
2015-07-01,L4,1.5896427871704102,5.442924238325247,11.73529282583364
2015-08-01,L4,1.1819419839477538,5.243614073057472,14.404724592563694
2015-09-01,L4,1.8236408333129883,4.2093366468275235,6.2845465593363565
2015-10-01,L4,1.9933528471069333,-0.7675838161159163,1.843326160437468
2015-11-01,L4,2.094470656097053,-3.7738735989407246,0.2115597382546004
2015-12-01,L4,1.313186093169807,-6.713502406214786,0.21262441105812505
2016-01-01,L4,1.3397355167843088,-10.024312392226193,0.7556966816824972
2016-02-01,L4,1.3662849403988109,-7.122457198409336,0.9786986518782477
2016-03-01,L4,1.3728594839323156,-5.527293492222668,1.3655981377572364
2016-04-01,L4,1.3794340274658203,-1.0146549534152882,1.0014196207496726
2016-05-01,L4,1.7927108100585938,0.9909068064646931,4.524193390927173
2016-06-01,L4,0.9074690776367188,4.930477052980734,9.751537775300347
2016-07-01,L4,1.2640202792663575,5.487022551115615,20.4712424658809
2016-08-01,L4,1.620571480895996,5.379922485351585,8.571287826224033
2016-09-01,L4,1.0518447572631835,4.081112643405163,10.307018372814456
2016-10-01,L4,1.9838307138061524,0.5980015110325212,2.7941190652970223
2016-11-01,L4,2.059568384612678,-2.4154663635803786,0.10361788404604037
2016-12-01,L4,2.004050867339729,-2.8685315656231865,0.16897631946074249
2017-01-01,L4,1.9072063762326228,-9.800101257874076,0.717849916091316
2017-02-01,L4,1.810361885125517,-6.5797820769988675,0.3083887609259486
2017-03-01,L4,1.713517394018411,-7.278916285059495,1.9542331422000956
2017-04-01,L4,1.6166729029113052,-1.9926542539854495,2.2216169762791163
2017-05-01,L4,1.5198284118041991,0.9502290742891546,4.339031604784679
2017-06-01,L4,1.7276643900146484,4.571668965107733,6.334244933604218
2017-07-01,L4,1.414333840209961,5.358831952069295,16.28442949467948
2017-08-01,L4,1.0875379332885742,5.402747159390856,15.946041466647458
2017-09-01,L4,1.532930937265912,4.415767442857884,4.478533638356063
2017-10-01,L4,2.0117910424445657,0.5886034716357358,1.8679267476863766
2017-11-01,L4,2.0857441710506666,-4.224879001926695,0.37123390805376616
2017-12-01,L4,1.9522911159718237,-3.5564271944062966,0.1087890970798317
2018-01-01,L4,1.48368270956385,-5.7565576226861594,0.3658811020549414
2018-02-01,L4,1.3250562932430492,-7.424510014164525,0.7310566439169175
2018-03-01,L4,1.4127235491127164,-6.018951883401883,1.3790732105786316
2018-04-01,L4,1.5003908049823835,-2.6084896328213176,3.8505438815018107
2018-05-01,L4,1.5880580608520507,0.7246912500879716,3.879721536331753
2018-06-01,L4,0.9836200819702148,4.76963319520695,8.131761120059128
2018-07-01,L4,1.0827774879760743,5.876510702597159,16.504853183374376
2018-08-01,L4,1.3683183416748046,5.376858218081395,19.652431051704276
2018-09-01,L4,1.878366260131836,3.973930922499676,4.025105491562782
2018-10-01,L4,1.9798651252441408,-1.9381339133322513,0.6053258224938988
2018-11-01,L4,2.0786046570736154,-3.7912038717183805,0.24282415027890827
2018-12-01,L4,1.5723455749152688,-8.151718744501295,0.5150911438705521
2019-01-01,L4,1.492986007124598,-12.699910949157129,1.765831284796445
2019-02-01,L4,1.4136264393339268,-11.470799956450605,3.0585288356903493
2019-03-01,L4,1.334266871543256,-8.754941565711192,0.4890968887733064
2019-04-01,L4,1.254907303752585,-2.5019463066581693,2.52358184297099
2019-05-01,L4,1.175547735961914,0.7997558318817255,2.058213512133112
2019-06-01,L4,1.7062444049682617,4.6369314932608745,3.982054168207301
2019-07-01,L4,1.6308958097229005,5.485919794306028,16.960443258457733
2019-08-01,L4,1.555547214477539,5.839145914713583,10.836403788418366
2019-09-01,L4,1.630101643066406,3.9346557617187727,11.377307322818154
