date,lake_id,lake_area_km2
2015-05-01,L3,0.7731001135864258
2015-06-01,L3,0.6890791923217774
2015-07-01,L3,0.8048283089599609
2015-08-01,L3,0.8734121020202636
2015-09-01,L3,0.9419958950805664
2015-10-01,L3,0.9713208604736329
2015-11-01,L3,0.964180522277832
2015-12-01,L3,0.8460151053873698
2016-01-01,L3,0.7278496884969076
2016-02-01,L3,0.6096842716064453
2016-03-01,L3,0.7798012535705566
2016-04-01,L3,0.9499182355346679
2016-05-01,L3,0.9467493146362305
2016-06-01,L3,0.9248127901611328
2016-07-01,L3,0.9028762656860352
2016-08-01,L3,0.8809397412109375
2016-09-01,L3,0.938819830444336
2016-10-01,L3,0.9966999196777344
2016-11-01,L3,0.9197756712036133
2016-12-01,L3,0.8539531978759766
2017-01-01,L3,0.8799274125213623
2017-02-01,L3,0.905901627166748
2017-03-01,L3,0.9318758418121338
2017-04-01,L3,0.9578500564575195
2017-05-01,L3,0.7231222459106446
2017-06-01,L3,0.6311951221313477
2017-07-01,L3,0.5915247614135742
2017-08-01,L3,0.5186162672119141
2017-09-01,L3,0.5883755827026367
2017-10-01,L3,1.0054222932128907
2017-11-01,L3,0.9070778775024414
2017-12-01,L3,0.7746367331542969
2018-01-01,L3,0.5755976552734375
2018-02-01,L3,0.5755976488647461
2018-03-01,L3,0.6303356184387208
2018-04-01,L3,0.6850735880126954
2018-05-01,L3,0.8761706193237304
2018-06-01,L3,0.7409960720214843
2018-07-01,L3,0.6058215247192383
2018-08-01,L3,0.5986546173095703
2018-09-01,L3,0.9760868377075196
2018-10-01,L3,0.9990784336547851
2018-11-01,L3,0.9467400471801758
2018-12-01,L3,0.6612758853149414
2019-01-01,L3,0.700766693762207
2019-02-01,L3,0.7402575022094726
2019-03-01,L3,0.7797483106567382
2019-04-01,L3,0.8192391191040039
2019-05-01,L3,0.8587299275512695
2019-06-01,L3,1.005420599243164
2019-07-01,L3,0.7941335262451171
2019-08-01,L3,0.5828464532470703
2019-09-01,L3,0.5249410587158203
2019-10-01,L3,1.0181090160522461
2019-11-01,L3,1.006215252319336
2019-12-01,L3,0.9709317033081055
2020-01-01,L3,0.935648154296875
2020-02-01,L3,0.9003646052856445
2020-03-01,L3,0.8650810562744141
2020-04-01,L3,0.8297975072631836
2020-05-01,L3,0.7945139582519531
2020-06-01,L3,0.8377240039367676
2020-07-01,L3,0.8809340496215821
2020-08-01,L3,0.842108603881836
2020-09-01,L3,0.6105813248291015
2020-10-01,L3,0.9824279977416992
2020-11-01,L3,0.9729107022705078
2020-12-01,L3,0.7643402899169922
2021-01-01,L3,0.5557698775634765
2021-02-01,L3,0.5884956669616699
2021-03-01,L3,0.6212214563598633
2021-04-01,L3,0.6539472457580566
2021-05-01,L3,0.68667303515625
2021-06-01,L3,0.6906349399414062
2021-07-01,L3,0.7046434358520508
2021-08-01,L3,0.7186519317626953
2021-09-01,L3,0.7326604276733398
2021-10-01,L3,0.905524362487793
2021-11-01,L3,0.7033041458129883
2021-12-01,L3,0.7699012279663086
